date,PMO,RSI,EMA,SO,MACD,change,open,high,low,close,adjClose
2019-10-21,0.5496665430771903,0.5126868260206952,0.99924576923359,0.7311817927432142,0.5870618395147886,1.068258761094334,4850.21,4863.32,4832.89,4860.13,4860.13
2019-10-18,0.5326956742118826,0.5093233887661494,1.0,0.6513229487299073,0.6129034420921557,-1.136910317718124,4851.88,4863.49,4775.2,4808.76,4808.76
2019-10-17,0.5317382468754548,0.5085931598706237,0.9999528814299824,0.7372912974535963,0.6340622570455327,0.0870400816489563,4898.25,4906.0,4841.57,4864.06,4864.06
2019-10-16,0.530517996348635,0.5083557883635235,0.9983141045795184,0.7307154183378413,0.6549091140698837,-1.2943886131173474,4875.63,4891.08,4848.82,4859.83,4859.83
2019-10-15,0.5980119302955355,0.5126900102530452,0.9945913108806114,0.8297888878525018,0.6499851519920954,1.6374085511865766,4862.96,4936.89,4862.02,4923.56,4923.56
2019-10-14,0.5891087947210085,0.5115235859807027,0.9893880274327779,0.7064794950719766,0.6265952823893706,0.04626187525815328,4835.49,4853.02,4825.67,4844.24,4844.24
2019-10-11,0.6097591882518034,0.5161087353034232,0.9860500582278428,0.7314299370220422,0.6109805784804099,1.9525105963653269,4831.75,4888.44,4826.66,4842.0,4842.0
2019-10-10,0.5701010461301637,0.5081474635571059,0.9810363923589568,0.6235740436143687,0.6039814729687218,0.7796236840932724,4708.95,4778.9,4708.39,4749.27,4749.27
2019-10-09,0.6237075904276037,0.5208555303875765,0.978821549580306,0.6155728267127226,0.6193340862130585,1.5077985494977955,4701.48,4735.08,4688.74,4712.53,4712.53
2019-10-08,0.559287749154038,0.516524702093498,0.9781313208122598,0.5600270392068496,0.6213235374434785,-2.568154630737264,4715.0,4719.54,4642.19,4642.53,4642.53
2019-10-07,0.5838053982005997,0.5217172550314229,0.9803853262125929,0.6978931951329421,0.6371963257494844,-0.4539728368392893,4774.02,4804.59,4763.99,4764.9,4764.9
2019-10-04,0.6053615930839956,0.5156179298241813,0.9808793810470929,0.7223749436683191,0.6484001447922083,1.5905121092431913,4737.42,4789.64,4731.57,4786.63,4786.63
2019-10-03,0.558832501842109,0.516481634658674,0.9802288363878907,0.6379450202794046,0.6632246188161134,1.409102453176977,4648.34,4714.44,4592.78,4711.69,4711.69
2019-10-02,0.5191133471941282,0.5186464945912462,0.9808659044008551,0.5641843172600273,0.6797154761620439,-1.5595900699813272,4672.11,4682.0,4617.14,4646.22,4646.22
2019-10-01,0.5487278888257906,0.5260133340286393,0.9830702513812714,0.647115817936007,0.6948200718041697,-1.086619387720894,4800.04,4827.67,4707.91,4719.83,4719.83
2019-09-30,0.5360560564318937,0.5220784955388242,0.9850709379730868,0.7055317710680488,0.7128397561599789,0.8434475893798695,4747.6,4786.06,4735.2,4771.68,4771.68
2019-09-27,0.4969939597598926,0.5238321556654926,0.9851033249536955,0.660567823343849,0.7169713579108425,-2.1587330470186044,4821.2,4825.48,4694.39,4731.77,4731.77
2019-09-26,0.5831764998521619,0.5332665513399487,0.9864588219339631,0.7781883731410545,0.7440002974189942,0.2811755460217683,4825.09,4852.14,4795.32,4836.17,4836.17
2019-09-25,0.5151475329819638,0.52690274197112,0.9873448818989733,0.7629112212708422,0.7727905696500622,1.586161426155007,4730.01,4834.99,4697.41,4822.61,4822.61
2019-09-24,0.4447484641269816,0.521945837600117,0.9896826566143923,0.6780757097791802,0.814899660962684,-1.7146536428626085,4853.31,4860.73,4728.66,4747.31,4747.31
2019-09-23,0.4889966255379665,0.5211183482922692,0.9894753318488424,0.7713835060838216,0.8485482745270997,0.26071235083248195,4810.44,4849.89,4803.98,4830.13,4830.13
2019-09-20,0.5079245885174424,0.5253868279536799,0.9856371924701174,0.7572329878323565,0.8361207808946766,-1.2372076622822916,4879.84,4886.55,4798.48,4817.57,4817.57
2019-09-19,0.5770752472180634,0.5300098898255517,0.9855044478457494,0.8252253267237494,0.8454810119326127,-0.35137034434293374,4904.62,4928.1,4873.31,4877.92,4877.92
2019-09-18,0.4932956620093774,0.5094185885911829,0.9856660915877667,0.8446034249662007,0.8411956245763306,-0.07675223724606886,4887.84,4897.07,4829.89,4895.12,4895.12
2019-09-17,0.494581618333795,0.5096982539147944,0.9879133028831918,0.8488395673726905,0.8737353195186076,0.3798915649319507,4870.73,4901.1,4856.48,4898.88,4898.88
2019-09-16,0.4727626002600075,0.5160525603278666,0.987001621429232,0.8279517800811178,0.8865628274447868,-0.43718901539648514,4854.95,4895.81,4843.29,4880.34,4880.34
2019-09-13,0.4724716174420736,0.5158819411673207,0.9883746032280868,0.8520955385308701,0.9351009287232263,-0.36121263370151535,4920.92,4932.11,4894.9,4901.77,4901.77
2019-09-12,0.4241637763937844,0.5052495404319567,0.990119881380571,0.872115817936007,0.9772751756954781,0.10581278462621263,4941.75,4969.14,4908.78,4919.54,4919.54
2019-09-11,0.3934791689155259,0.5099629598030834,0.990878413662532,0.8662573231185219,1.0,1.267507825330791,4866.33,4914.43,4855.11,4914.34,4914.34
2019-09-10,0.37886901549248847,0.5070461003621783,0.9894002159252585,0.7969580892293824,0.9782453847040631,-0.09922493386719318,4833.14,4853.68,4803.55,4852.83,4852.83
2019-09-09,0.3855099943211417,0.4972902580301644,0.9881152178695839,0.8023884632717436,0.9516699953632018,0.0867425990637576,4883.44,4889.67,4833.59,4857.65,4857.65
2019-09-06,0.36251765843310446,0.5036874124893026,0.9868524739506367,0.7976453357368178,0.9388466572598658,0.06989618663723916,4856.1,4879.08,4833.53,4853.44,4853.44
2019-09-05,0.37235944825903117,0.5056652653049492,0.9858434570521143,0.7938260477692656,0.9228575544347394,2.5599546626235288,4812.64,4878.42,4812.64,4850.05,4850.05
2019-09-04,0.31475893012188416,0.5046921226706257,0.9840739300378923,0.6574357818837311,0.9057664344417764,1.9917440215328222,4705.54,4733.32,4704.25,4728.99,4728.99
2019-09-03,0.26966597988463975,0.5057694345805825,0.9843483354117105,0.5533911671924294,0.8940316253308483,-1.2095683096085688,4652.07,4675.63,4613.57,4636.64,4636.64
2019-08-30,0.2812959060594828,0.5083554225232618,0.9852472360305103,0.6173501577287064,0.8999707377744816,0.328556403964051,4715.39,4721.8,4663.66,4693.41,4693.41
2019-08-29,0.27829221245500324,0.5076382219468759,0.9846101876456012,0.6000337990085624,0.9093891564066402,1.989408715027285,4654.85,4699.62,4652.2,4678.04,4678.04
2019-08-28,0.2622506112985815,0.5036069801998552,0.9835048744249516,0.4972284812978819,0.9218634001833944,0.10781671159028776,4547.07,4594.55,4516.43,4586.79,4586.79
2019-08-27,0.26057042018857596,0.5032044818682526,0.9834346517054063,0.49166291122127126,0.9157891828665815,-0.30483957300699566,4631.84,4643.25,4558.4,4581.85,4581.85
2019-08-26,0.26361635323436766,0.5039038188295509,0.9842479616978389,0.5074470482199185,0.9141640408537056,1.1241492968840938,4600.77,4605.18,4572.11,4595.86,4595.86
