symbol,date,y_270,y_90,y_20,y_10,y_5,y_1,PMO,RSI,MFI,EMA,SO,MACD,change,adjClose,adjHigh,adjLow,adjOpen,adjVolume,close,high,low,open,volume
MXIM,2019-10-18,,,,,,,0.4437443744374438,0.4707375450536371,0.49089792944667626,0.9067984251322909,0.43202846975088954,0.4514781832333017,-0.6707946336429318,57.75,58.37,57.4,58.01,1013747,57.75,58.37,57.4,58.01,1013747
MXIM,2019-10-17,,,,,,0.0,0.42994299429942995,0.4675810123754345,0.48708662020636334,0.9066755933183077,0.4597864768683273,0.4562987651496245,0.6840419083903423,58.14,58.52,57.53,58.22,659253,58.14,58.52,57.53,58.22,659253
MXIM,2019-10-16,,,,,,1.0,0.4186918691869187,0.46507439066716766,0.4899884261390898,0.9051058867441384,0.4316725978647684,0.44990718186928697,-1.290598290598295,57.745,58.72,57.51,58.05,1213560,57.745,58.72,57.51,58.05,1213560
MXIM,2019-10-15,,,,,,0.0,0.48574857485748574,0.46889855389073276,0.5003156735533484,0.9013334934611281,0.485409252669039,0.42793705798438436,1.4216366158113736,58.5,58.7,57.75,57.78,1015567,58.5,58.7,57.75,57.78,1015567
MXIM,2019-10-14,,,,,,1.0,0.48244824482448245,0.46833978612954935,0.49286248635134017,0.8964227126256796,0.4270462633451956,0.3994550949769747,-0.10391409767925576,57.68,57.77,57.26,57.71,984268,57.68,57.77,57.26,57.71,984268
MXIM,2019-10-11,,,,,1.0,0.0,0.4917491749174918,0.45911199698962685,0.49630770840800653,0.8940916128224279,0.43131672597864773,0.394272142321494,1.4584431558601396,57.74,58.68,57.69,57.75,1815024,57.74,58.68,57.69,57.75,1815024
MXIM,2019-10-10,,,,,1.0,1.0,0.4734473447344733,0.4551558749642738,0.4946239763931953,0.8895402873000293,0.37224199288256193,0.40024652387876775,1.1014389767276558,56.91,57.37,56.01,56.48,819415,56.91,57.37,56.01,56.48,819415
MXIM,2019-10-09,,,,,1.0,1.0,0.516051605160516,0.4652032121104614,0.48263212712965214,0.8848627014666604,0.3281138790035586,0.4099742756464766,1.4874245019381513,56.29,56.65,55.86,56.2,870726,56.29,56.65,55.86,56.2,870726
MXIM,2019-10-08,,,,,1.0,1.0,0.512901290129013,0.46477461056789393,0.4865232623078392,0.8816988801615242,0.2693950177935945,0.40320160326283533,-2.556219255094867,55.465,56.38,55.0,56.33,1204977,55.465,56.38,55.0,56.33,1204977
MXIM,2019-10-07,,,,,1.0,0.0,0.5400540054005402,0.4709952616635894,0.4915482136764687,0.8815178895925424,0.37295373665480436,0.3967356795572,-1.0775112964893943,56.92,57.53,56.9,57.41,992773,56.92,57.53,56.9,57.41,992773
MXIM,2019-10-04,,,,1.0,1.0,0.0,0.575157515751575,0.4678642651118137,0.496575653190413,0.8804632840840747,0.41708185053380764,0.3919749093048115,1.7686593562079944,57.54,57.59,56.71,56.71,999118,57.54,57.59,56.71,56.71,999118
MXIM,2019-10-03,,,,1.0,1.0,1.0,0.5628562856285628,0.46558902720965434,0.4957738700502183,0.8801352607552699,0.3648928818244643,0.4046825079488429,1.326164874551975,56.54,56.78,55.02,55.96,1314484,56.54,56.78,55.02,55.96,1314484
MXIM,2019-10-02,,,,1.0,1.0,1.0,0.5001500150015,0.4617150701814897,0.4807301174828032,0.8822301445218033,0.3137525915687628,0.423514207480547,-1.8124230160126715,55.8,56.77,55.38,56.49,1314870,55.8,56.77,55.38,56.49,1314870
