,0,1,2,3
0,90-20-5,0.5847654118930715,6089,0
1,90-20-10,0.5847654118930715,6089,0
2,90-20-20,0.5847654118930715,6089,0
3,90-20-90,0.7160003117449926,3644,0
4,90-20-270,0.8433321064900012,1277,0
5,90-90-5,0.7160003117449926,3644,0
6,90-90-10,0.7160003117449926,3644,0
7,90-90-20,0.7160003117449926,3644,0
8,90-90-90,0.7160003117449926,3644,0
9,90-90-270,0.8433321064900012,1277,0
