,0,1,2,3
0,270-10-5,0.6848455981582916,3970,0
1,270-10-10,0.6848455981582916,3970,0
2,270-10-20,0.7050470626419993,3635,0
3,270-10-90,0.8981031360213516,1069,0
4,270-10-270,0.8742040956806058,731,0
5,270-20-5,0.7050470626419993,3635,0
6,270-20-10,0.7050470626419993,3635,0
7,270-20-20,0.7050470626419993,3635,0
8,270-20-90,0.8981031360213516,1069,0
9,270-20-270,0.8742040956806058,731,0
