,0,1,2,3
0,5-10-5,0.5269823445005927,7581,1
1,5-10-10,0.5269823445005927,7582,0
2,5-10-20,0.531035795887281,7389,0
3,5-10-90,0.5532874946282768,6237,0
4,5-10-270,0.5998276047839672,3073,641
5,5-20-5,0.530908860116781,7389,2
6,5-20-10,0.531035795887281,7389,0
7,5-20-20,0.531035795887281,7389,0
8,5-20-90,0.5532874946282768,6237,0
9,5-20-270,0.6087050204697263,3212,420
