,0,1,2,3
0,5-90-5,0.557011889414124,6156,29
1,5-90-10,0.5533591176049276,6236,0
2,5-90-20,0.5540753473714367,6226,0
3,5-90-90,0.5532874946282768,6237,0
4,5-90-270,0.5744451626804568,2293,1657
5,5-270-5,0.616569704804999,3233,326
6,5-270-10,0.6198017668605904,3509,20
7,5-270-20,0.6040723981900452,3006,669
8,5-270-90,0.6177547942253825,3257,291
9,5-270-270,0.5234863176039647,1666,2757
