,0,1,2,3
0,1-5-5,0.5107864891518737,7893,44
1,1-5-10,0.510891212347523,7859,0
2,1-5-20,0.5142730832386004,7691,0
3,1-5-90,0.5249625026783801,6651,0
4,1-5-270,0.5576654865357794,3822,301
5,1-10-5,0.510891212347523,7859,0
6,1-10-10,0.510891212347523,7859,0
7,1-10-20,0.5142730832386004,7691,0
8,1-10-90,0.5249625026783801,6651,0
9,1-10-270,0.5633515717197726,4052,18
