,0,1,2,3
0,10-20-5,0.5315263727174397,7363,0
1,10-20-10,0.5315263727174397,7363,0
2,10-20-20,0.5315263727174397,7363,0
3,10-20-90,0.5617257274560645,6085,0
4,10-20-270,0.6429813124728379,3074,212
5,10-90-5,0.561869778161913,6083,0
6,10-90-10,0.5619418035148372,6082,0
7,10-90-20,0.5617257274560645,6085,0
8,10-90-90,0.5617257274560645,6085,0
9,10-90-270,0.48315949587136026,627,4130
