,0,1,2,3
0,20-90-5,0.5683881746204692,5942,0
1,20-90-10,0.5683881746204692,5942,0
2,20-90-20,0.5683881746204692,5942,0
3,20-90-90,0.5683881746204692,5942,0
4,20-90-270,0.4947727522834819,656,3935
5,20-270-5,0.6925277869483878,1714,1080
6,20-270-10,0.6825134807967426,1787,1098
7,20-270-20,0.6522504677011115,1375,1785
8,20-270-90,0.6876857048530868,2330,508
9,20-270-270,0.584791460327941,845,2928
