,0,1,2,3
0,10-270-5,0.5980008691873099,2081,1619
1,10-270-10,0.6093003042155585,2177,1419
2,10-270-20,0.5709474141677532,1585,2364
3,10-270-90,0.6073446327683616,1725,1889
4,10-270-270,0.40036940460669274,112,5407
5,20-5-5,0.5182120243244938,7685,0
6,20-5-10,0.5218517115068839,7571,0
7,20-5-20,0.5347985347985348,7239,0
8,20-5-90,0.5683881746204692,5942,0
9,20-5-270,0.716187960823154,2528,51
