,0,1,2,3
0,1-270-5,0.5628151485892071,4075,0
1,1-270-10,0.5628151485892071,4075,0
2,1-270-20,0.5628151485892071,4075,0
3,1-270-90,0.5675356721381826,3993,38
4,1-270-270,0.5628151485892071,4075,0
5,5-5-5,0.5227300879474792,7706,0
6,5-5-10,0.5269823445005927,7582,0
7,5-5-20,0.531035795887281,7389,0
8,5-5-90,0.5532874946282768,6237,0
9,5-5-270,0.6077354018530489,3371,270
