,0,1,2,3
0,90-270-5,0.8433321064900012,1277,0
1,90-270-10,0.8433321064900012,1277,0
2,90-270-20,0.8433321064900012,1277,0
3,90-270-90,0.8433321064900012,1277,0
4,90-270-270,0.8433321064900012,1277,0
5,270-5-5,0.6779927638823344,4094,0
6,270-5-10,0.6848455981582916,3970,0
7,270-5-20,0.7050470626419993,3635,0
8,270-5-90,0.8981031360213516,1069,0
9,270-5-270,0.8742040956806058,731,0
