,0,1,2,3
0,10-5-5,0.5241820326566089,7664,0
1,10-5-10,0.5261739075920006,7558,0
2,10-5-20,0.5315263727174397,7363,0
3,10-5-90,0.5617257274560645,6085,0
4,10-5-270,0.6472186006084312,3240,7
5,10-10-5,0.5261739075920006,7558,0
6,10-10-10,0.5261739075920006,7558,0
7,10-10-20,0.5315263727174397,7363,0
8,10-10-90,0.5617257274560645,6085,0
9,10-10-270,0.6431986093003043,3168,116
