,0,1,2,3
0,20-10-5,0.5218517115068839,7571,0
1,20-10-10,0.5218517115068839,7571,0
2,20-10-20,0.5347985347985348,7239,0
3,20-10-90,0.5683881746204692,5942,0
4,20-10-270,0.7160466651992076,2472,108
5,20-20-5,0.5347985347985348,7239,0
6,20-20-10,0.5347985347985348,7239,0
7,20-20-20,0.5347985347985348,7239,0
8,20-20-90,0.5683881746204692,5942,0
9,20-20-270,0.7151975349400242,2465,123
