,0,1,2,3
0,90-5-5,0.5724060050484922,6437,0
1,90-5-10,0.5764209680658767,6327,0
2,90-5-20,0.5847654118930715,6089,0
3,90-5-90,0.7160003117449926,3644,0
4,90-5-270,0.8433321064900012,1277,0
5,90-10-5,0.5764209680658767,6327,0
6,90-10-10,0.5764209680658767,6327,0
7,90-10-20,0.5847654118930715,6089,0
8,90-10-90,0.7160003117449926,3644,0
9,90-10-270,0.8433321064900012,1277,0
