date,PMO,RSI,EMA,SO,MACD,change,open,high,low,close,adjClose
2019-10-18,0.5438251795577091,0.42355967005474404,0.96155774903543,0.5652188666440455,0.5740916692369333,-1.136910317718124,4851.88,4863.49,4775.2,4808.76,4808.76
2019-10-17,0.6859868579038142,0.4300992550623542,0.9607285825395039,0.7528673227010527,0.5556705363604326,0.0870400816489563,4898.25,4906.0,4841.57,4864.06,4864.06
2019-10-16,0.7528325365118861,0.46976447291564705,0.9559229214023942,0.7760599808200859,0.5079244430998315,-1.2943886131173474,4875.63,4891.08,4848.82,4859.83,4859.83
2019-10-15,0.7420481585783834,0.45494376055269575,0.951883628457617,0.9612623870274042,0.48326207742061844,1.6374085511865766,4862.96,4936.89,4862.02,4923.56,4923.56
2019-10-14,0.5988713515401566,0.46146846111103046,0.9430188398514193,0.8505039572481912,0.4304579862707606,0.04626187525815328,4835.49,4853.02,4825.67,4844.24,4844.24
2019-10-11,0.6399895212522094,0.4873530976813707,0.938963847113165,0.842927687208281,0.4044912824176811,1.9525105963653269,4831.75,4888.44,4826.66,4842.0,4842.0
2019-10-10,0.424814984609339,0.4392233931737578,0.9323616179873185,0.6662267444335668,0.3466299756579586,0.7796236840932724,4708.95,4778.9,4708.39,4749.27,4749.27
2019-10-09,0.39951317484227244,0.4184554423911722,0.9317357428336283,0.46171344848858625,0.33638527934194307,1.5077985494977955,4701.48,4735.08,4688.74,4712.53,4712.53
2019-10-08,0.40529831685113493,0.4218217661932422,0.9332547195541595,0.1918183220234419,0.3371329115871715,-2.568154630737264,4715.0,4719.54,4642.19,4642.53,4642.53
2019-10-07,0.44846857467199225,0.4502060455509417,0.9397258500794711,0.6423586490016795,0.3666753481937932,-0.4539728368392893,4774.02,4804.59,4763.99,4764.9,4764.9
2019-10-04,0.4858973519331105,0.3791060166567093,0.941238198796566,0.7234558686322093,0.3730844413618553,1.5905121092431913,4737.42,4789.64,4731.57,4786.63,4786.63
2019-10-03,0.3382234156351638,0.36091734799031655,0.9398366482930004,0.40477244102529075,0.3764133547522258,1.409102453176977,4648.34,4714.44,4592.78,4711.69,4711.69
2019-10-02,0.24798611565917844,0.35472316387835007,0.9445031869946104,0.09351685104193441,0.4350636697381417,-1.5595900699813272,4672.11,4682.0,4617.14,4646.22,4646.22
2019-10-01,0.32422992119108346,0.4021847520043616,0.9538946780252063,0.10885285182490949,0.5136356961804593,-1.086619387720894,4800.04,4827.67,4707.91,4719.83,4719.83
2019-09-30,0.4010631562861567,0.3769796107419111,0.9598401993492455,0.33070899833126505,0.5627268195140628,0.8434475893798695,4747.6,4786.06,4735.2,4771.68,4771.68
