date,PMO,RSI,EMA,SO,MACD,change,open,high,low,close,adjClose
2019-10-18,0.5426192917898296,0.32684053008079644,0.961140985370944,0.20755767208856635,0.7143171194167761,-1.136910317718124,4851.88,4863.49,4775.2,4808.76,4808.76
2019-10-17,0.7212161428485252,0.41830299850228686,0.9655790327676376,0.3451717317029333,0.7937091631263148,0.0870400816489563,4898.25,4906.0,4841.57,4864.06,4864.06
2019-10-16,0.7604391626953011,0.4602980701070787,0.9608343911799674,0.6627571115973724,0.7931211998897301,-1.2943886131173474,4875.63,4891.08,4848.82,4859.83,4859.83
2019-10-15,0.9217831935814694,1.0,0.9582714097956585,0.9462824904291763,0.8141767094515264,1.6374085511865766,4862.96,4936.89,4862.02,4923.56,4923.56
2019-10-14,0.6784460396935517,0.2944055011931212,0.9428866718238521,0.8205076142131987,0.7127929269680884,0.04626187525815328,4835.49,4853.02,4825.67,4844.24,4844.24
2019-10-11,0.6495264523134463,0.48328654819187195,0.9352662474399952,0.8114111675126919,0.6576004468094861,1.9525105963653269,4831.75,4888.44,4826.66,4842.0,4842.0
2019-10-10,0.6280629788260854,0.46104820602859253,0.921405449217085,0.6593596059113331,0.5457582564082485,0.7796236840932724,4708.95,4778.9,4708.39,4749.27,4749.27
2019-10-09,0.6627254629908905,0.49857431602171814,0.916218736104815,0.5653651857797072,0.4765908721693928,1.5077985494977955,4701.48,4735.08,4688.74,4712.53,4712.53
2019-10-08,0.48946130180370373,0.4954688673704257,0.9155449637678553,0.23488031726547334,0.44390884250636464,-2.568154630737264,4715.0,4719.54,4642.19,4642.53,4642.53
2019-10-07,0.5745430415636116,0.5920600286310017,0.9278945555952444,0.732768529950188,0.5348393338351736,-0.4539728368392893,4774.02,4804.59,4763.99,4764.9,4764.9
2019-10-04,0.6489111419436566,0.491919741875882,0.9267764932183965,0.8252799182596113,0.495536737829225,1.5905121092431913,4737.42,4789.64,4731.57,4786.63,4786.63
2019-10-03,0.43253906014357185,0.4128691382704327,0.918725408797955,0.5062369619822031,0.39453949824970913,1.409102453176977,4648.34,4714.44,4592.78,4711.69,4711.69
2019-10-02,0.36991011642637456,0.2598531440289031,0.9206898902202837,0.12374468085106352,0.3551450039827567,-1.5595900699813272,4672.11,4682.0,4617.14,4646.22,4646.22
2019-10-01,0.5495686794956863,0.35767929425528505,0.9339313251936873,0.16126782884310364,0.4163175798957347,-1.086619387720894,4800.04,4827.67,4707.91,4719.83,4719.83
2019-09-30,0.5122036556674914,0.31813491822282713,0.939781425218222,0.4646507154021902,0.4167436375416904,0.8434475893798695,4747.6,4786.06,4735.2,4771.68,4771.68
2019-09-27,0.4792061289738804,0.2680794463131174,0.9437024060297471,0.22472045208609043,0.4271017933959485,-2.1587330470186044,4821.2,4825.48,4694.39,4731.77,4731.77
2019-09-26,0.5323520540507933,0.32460354543138026,0.9540924156560696,0.7336364597652532,0.4739632010538709,0.2811755460217683,4825.09,4852.14,4795.32,4836.17,4836.17
2019-09-25,0.4952403933160401,0.4561276635306266,0.9531889622800452,0.5427196670856974,0.4617062906000079,1.586161426155007,4730.01,4834.99,4697.41,4822.61,4822.61
2019-09-24,0.39985522108946164,0.23578763542201642,0.9527317170352524,0.09351183313277427,0.4424207844756055,-1.7146536428626085,4853.31,4860.73,4728.66,4747.31,4747.31
2019-09-23,0.522145140857815,0.3658870835097651,0.964859609856708,0.24417528159234955,0.5314385781710496,0.26071235083248195,4810.44,4849.89,4803.98,4830.13,4830.13
2019-09-20,0.4811365144477279,0.4195279906447885,0.9688456070319099,0.1472766548372167,0.5530395872122202,-1.2372076622822916,4879.84,4886.55,4798.48,4817.57,4817.57
2019-09-19,0.5325088978705437,0.5533562222482579,0.9774605132472264,0.46986891019370036,0.6510650844354022,-0.35137034434293374,4904.62,4928.1,4873.31,4877.92,4877.92
2019-09-18,0.5595342945044336,0.4542943161588181,0.9791319056903974,0.4684380610412895,0.7193667602753993,-0.07675223724606886,4887.84,4897.07,4829.89,4895.12,4895.12
2019-09-17,0.6382819569282745,0.5941451374313901,0.978796355252998,0.44171632896305113,0.7800466673337509,0.3798915649319507,4870.73,4901.1,4856.48,4898.88,4898.88
2019-09-16,0.6100983290100749,0.6965024657253113,0.9767673011700507,0.4637357328341077,0.8159643845810272,-0.43718901539648514,4854.95,4895.81,4843.29,4880.34,4880.34
2019-09-13,0.6410327562285105,0.6788719626314194,0.9782640178875933,0.5931517603720041,0.8875304848023418,-0.36121263370151535,4920.92,4932.11,4894.9,4901.77,4901.77
2019-09-12,0.6665621041201664,0.794017253748759,0.9749641936254331,0.7004650039253558,0.9356001700401968,0.10581278462621263,4941.75,4969.14,4908.78,4919.54,4919.54
2019-09-11,0.8063461422452802,0.9094043268553991,0.9665934119080916,0.9991883116883103,0.9503981329963369,1.267507825330791,4866.33,4914.43,4855.11,4914.34,4914.34
2019-09-10,0.8435543222537248,0.922256357637075,0.9547205605285937,0.8013159313989854,0.9251802429103713,-0.09922493386719318,4833.14,4853.68,4803.55,4852.83,4852.83
2019-09-09,0.7808771188996803,0.4931946649681613,0.9479465089711493,0.8840275262586005,0.8998543250477917,0.0867425990637576,4883.44,4889.67,4833.59,4857.65,4857.65
2019-09-06,0.794341557579779,0.5057148132558303,0.9386259115301586,0.9034311325373797,0.8751306090438191,0.06989618663723916,4856.1,4879.08,4833.53,4853.44,4853.44
2019-09-05,0.90034384991253,0.5867527113230416,0.9244692280744461,0.8928827638285827,0.7775845848697873,2.5599546626235288,4812.64,4878.42,4812.64,4850.05,4850.05
2019-09-04,0.7602461241479153,0.47727114740695575,0.9030404410009062,0.9800359629305181,0.6263743442784236,1.9917440215328222,4705.54,4733.32,4704.25,4728.99,4728.99
2019-09-03,0.6319237497737838,0.5164101646569926,0.892384158698977,0.585333787797634,0.563679349892747,-1.2095683096085688,4652.07,4675.63,4613.57,4636.64,4636.64
2019-08-30,0.762055860529649,0.7443312441798873,0.8950148417748426,0.8617616983980116,0.6209359387679088,0.328556403964051,4715.39,4721.8,4663.66,4693.41,4693.41
2019-08-29,0.5507993002352658,0.3672537145734099,0.8871933320896094,0.8103188929001203,0.5981457800305714,1.989408715027285,4654.85,4699.62,4652.2,4678.04,4678.04
2019-08-28,0.4371116607347535,0.3293233125631637,0.8809046962992152,0.33000328314806837,0.557716270012883,0.10781671159028776,4547.07,4594.55,4516.43,4586.79,4586.79
