,loss,accuracy
0,0.6859410630385725,0.5616194605827332
1,0.6827827694445003,0.5616194605827332
2,0.6791050395502253,0.5616194605827332
3,0.6773443098975579,0.5616194605827332
4,0.675887331708401,0.5616194605827332
5,0.6764699522300288,0.5616194605827332
6,0.6747702615142029,0.5616194605827332
7,0.6755317538051631,0.5616194605827332
8,0.6743744367208236,0.5616194605827332
9,0.673650614163171,0.5616194605827332
10,0.6739149783786974,0.5616194605827332
11,0.6731273875384517,0.5616194605827332
12,0.6727249458251212,0.5616194605827332
13,0.6734538499803839,0.5616194605827332
14,0.6727700474773824,0.5616194605827332
15,0.6718657340115382,0.5616194605827332
16,0.6715049281937552,0.5616194605827332
17,0.671568456609883,0.5616194605827332
18,0.6712377324760684,0.5624291300773621
19,0.6714709541093,0.5621592402458191
20,0.6719208133687213,0.5640485882759094
21,0.6716507865510649,0.563454806804657
22,0.6715476696307843,0.5649122595787048
23,0.6711165889715537,0.5635087490081787
24,0.6707708389974638,0.5641565322875977
25,0.6717780357912967,0.5625371336936951
26,0.6712298863008116,0.5625371336936951
27,0.6700524250988052,0.5636167526245117
28,0.6699068118364383,0.5646963715553284
29,0.6703128540403286,0.5639406442642212
30,0.6701483020254797,0.5636167526245117
31,0.6706804652445713,0.5662618279457092
32,0.6696153374014274,0.5687988996505737
33,0.6686319548752304,0.5721457600593567
34,0.6702131149578996,0.5684750080108643
35,0.6704400712661898,0.5702024102210999
36,0.6697470692166111,0.5710121393203735
37,0.6699911591655973,0.5724156498908997
38,0.6703664851896515,0.5691227912902832
39,0.6692868257180239,0.5698785185813904
40,0.6699599707335756,0.5738731622695923
41,0.669285009747092,0.5724696516990662
42,0.6691155711166289,0.5731174349784851
43,0.6692200490498511,0.5725235939025879
44,0.6694546409464075,0.570958137512207
45,0.669754951910773,0.571336030960083
46,0.6697415427157754,0.5737112164497375
47,0.6696098439606578,0.5742509961128235
48,0.6689565729515755,0.5753306150436401
49,0.6686526051095301,0.5728474855422974
50,0.668656961235762,0.5776517987251282
51,0.6688106004525776,0.5737651586532593
52,0.6685980406367344,0.5721457600593567
53,0.6686236974198808,0.569392740726471
54,0.6685499167635374,0.5732793807983398
55,0.6683253789881142,0.5774898529052734
56,0.6681646913812872,0.5736032128334045
57,0.6675805236324769,0.5727935433387756
58,0.6688373043791325,0.5738731622695923
59,0.6686366116791441,0.5752766728401184
60,0.6684337043569155,0.5723077058792114
61,0.6672686408405845,0.5747368335723877
62,0.6678871773032524,0.5722537040710449
63,0.6678060431551194,0.5750067234039307
64,0.6674623375962138,0.574574887752533
65,0.6680811684623904,0.5740890502929688
66,0.6676015232899571,0.5756005644798279
67,0.6674689788889145,0.5756545066833496
68,0.6678527450432823,0.580242931842804
69,0.6675989764582934,0.5799729824066162
70,0.6673494197739924,0.5828880071640015
71,0.6674683035304833,0.5794872045516968
72,0.6678241546015669,0.5802968740463257
73,0.6671270231003703,0.5831578969955444
74,0.6670596641406679,0.579325258731842
75,0.666986102356441,0.5811066031455994
76,0.6673879923447262,0.5859109163284302
77,0.6669025572366238,0.5855870246887207
78,0.6667669633461235,0.582564115524292
79,0.6668727504097016,0.5874224305152893
80,0.6666287499883397,0.584507405757904
81,0.6666511480624859,0.5859649181365967
82,0.6665692734814849,0.5846154093742371
83,0.6662293423203483,0.5887719392776489
84,0.6675441733256042,0.5889878273010254
85,0.6673359568463324,0.5843994617462158
86,0.6663631312599388,0.5865586996078491
87,0.6654698577647911,0.5825101137161255
88,0.6653611903731157,0.5882321000099182
89,0.6664794688282708,0.585425078868866
90,0.66630615919386,0.5889878273010254
91,0.6661996411086738,0.5841295719146729
92,0.6659209182870532,0.5848312973976135
93,0.6661362154924596,0.5867746472358704
94,0.6658492181626087,0.5854790806770325
95,0.6657593674183535,0.5868285894393921
96,0.666581611401639,0.5868825912475586
97,0.6653761568500607,0.58812415599823
98,0.6654240228386543,0.5896356105804443
99,0.6652819872224218,0.5887179374694824
100,0.6651535016483302,0.5890418291091919
101,0.6658309010358957,0.5853711366653442
102,0.6652442807288949,0.5846154093742371
103,0.6662455404657424,0.5870445370674133
104,0.6655857510734022,0.5897975564002991
105,0.6661966607959968,0.5876383185386658
106,0.6649154752050495,0.5872604846954346
107,0.665420047586907,0.5894736647605896
