,loss,accuracy
0,0.6496928930282593,0.6377137899398804
1,0.6277346611022949,0.6377137899398804
2,0.6190052032470703,0.6377137899398804
3,0.6176232695579529,0.6377137899398804
4,0.614242434501648,0.6377137899398804
5,0.613739550113678,0.6377137899398804
6,0.6133244633674622,0.6377137899398804
7,0.6125776171684265,0.6377137899398804
8,0.611689031124115,0.6377137899398804
9,0.6111993193626404,0.6377137899398804
10,0.6109021306037903,0.6377137899398804
11,0.6102820038795471,0.6377137899398804
12,0.6100561618804932,0.6377137899398804
13,0.6095505356788635,0.6377137899398804
14,0.6078436374664307,0.6377137899398804
15,0.6077194809913635,0.6377137899398804
16,0.6080450415611267,0.6377137899398804
17,0.6072373986244202,0.6377137899398804
18,0.6063427329063416,0.6377137899398804
19,0.6072192788124084,0.6377137899398804
20,0.6065945625305176,0.6377137899398804
21,0.6058459281921387,0.6377137899398804
22,0.6049442291259766,0.6377137899398804
23,0.6051970720291138,0.6377137899398804
24,0.6039977669715881,0.637782096862793
25,0.6054466366767883,0.6377137899398804
26,0.6053783893585205,0.637782096862793
27,0.6047823429107666,0.6387722492218018
28,0.603475034236908,0.6387039422988892
29,0.6046885848045349,0.6404110789299011
30,0.6042960286140442,0.6402403712272644
31,0.6035061478614807,0.6400355100631714
32,0.6036286354064941,0.6418108940124512
33,0.6030145287513733,0.6422547698020935
34,0.6036555171012878,0.6423571705818176
35,0.6024023294448853,0.6433131694793701
36,0.6023557782173157,0.6423913240432739
37,0.6017730236053467,0.644917905330658
38,0.6020047664642334,0.6457372903823853
39,0.6027920246124268,0.6450203061103821
40,0.6024895310401917,0.645703136920929
41,0.6027291417121887,0.645122766494751
42,0.6015123128890991,0.6473420262336731
43,0.6023837924003601,0.6492539644241333
44,0.601691722869873,0.648229718208313
45,0.6018528342247009,0.6475127339363098
46,0.6017345190048218,0.6493222713470459
47,0.6018297076225281,0.6492539644241333
48,0.6010720133781433,0.6513708233833313
49,0.6006889343261719,0.6490491032600403
50,0.6016659140586853,0.6522585153579712
51,0.6003206968307495,0.6504148244857788
52,0.6013516187667847,0.6522585153579712
53,0.6015318036079407,0.6525316834449768
54,0.6006827354431152,0.651746392250061
55,0.599470853805542,0.6533852219581604
56,0.6003565788269043,0.6523268222808838
57,0.6004307866096497,0.6552289128303528
58,0.5996577143669128,0.6523950695991516
59,0.6010023355484009,0.651131808757782
60,0.600173830986023,0.6539314985275269
61,0.5996795892715454,0.6537949442863464
62,0.5991698503494263,0.654443621635437
63,0.5992134213447571,0.6552630662918091
64,0.6000866889953613,0.656970202922821
65,0.5995744466781616,0.6539998054504395
66,0.5983097553253174,0.6564239263534546
67,0.5998271107673645,0.6566970348358154
68,0.5985147953033447,0.6562190651893616
69,0.5996105670928955,0.6554679274559021
70,0.5987042784690857,0.6582334637641907
71,0.5993601083755493,0.6574140191078186
72,0.5989207625389099,0.6575164794921875
73,0.5993465781211853,0.6578578948974609
74,0.598475992679596,0.6563214659690857
75,0.5979735851287842,0.6571067571640015
76,0.5994173288345337,0.6579262018203735
77,0.5989953875541687,0.6583358645439148
78,0.5978251695632935,0.6590870022773743
79,0.5980706214904785,0.6572774648666382
80,0.5981913805007935,0.6592918634414673
81,0.5983007550239563,0.6587455868721008
82,0.5983991622924805,0.65847247838974
83,0.5981582999229431,0.6577895879745483
84,0.5983960628509521,0.6579603552818298
85,0.5981981754302979,0.6575506329536438
86,0.5980784893035889,0.6597357392311096
87,0.5982359647750854,0.6583700180053711
88,0.5983489751815796,0.6590529084205627
89,0.5974979996681213,0.659667432308197
90,0.5975596904754639,0.6577213406562805
91,0.5971552729606628,0.658062756061554
92,0.5981098413467407,0.6571067571640015
93,0.5974608063697815,0.6601454615592957
