,loss,accuracy
0,0.6921329392974418,0.5329247713088989
1,0.686961953338036,0.5329247713088989
2,0.6821991283041441,0.5329247713088989
3,0.6800477757496468,0.5329247713088989
4,0.6787043584358793,0.5329247713088989
5,0.6775010405948891,0.5329247713088989
6,0.677022221283471,0.5329247713088989
7,0.6763528148115358,0.5329247713088989
8,0.6756956537474883,0.5329247713088989
9,0.6752049873857314,0.5329247713088989
10,0.6758800650859836,0.5329247713088989
11,0.6746252001802531,0.5329247713088989
12,0.6746493529127675,0.5329247713088989
13,0.6751077215286927,0.5329247713088989
14,0.673349729479753,0.5329247713088989
15,0.674066766961149,0.5329247713088989
16,0.6739816499039645,0.5329247713088989
17,0.6727168050682789,0.5329247713088989
18,0.6732394626363211,0.5329247713088989
19,0.6731543450632871,0.5329247713088989
20,0.6725946457381019,0.5329247713088989
21,0.6735751264160541,0.5329247713088989
22,0.6722608874999265,0.5329247713088989
23,0.6728711812504388,0.5332473516464233
24,0.6712334174779976,0.5417943596839905
25,0.6715776702892855,0.5405042171478271
26,0.6729695119793964,0.5402892231941223
27,0.6702122850641861,0.5421168804168701
28,0.671999609730535,0.5419555902481079
29,0.6707911475245711,0.5403966903686523
30,0.6713730064007708,0.5410417914390564
31,0.6718354890732677,0.5403429269790649
32,0.6705266278078305,0.5415793061256409
33,0.6718296297857763,0.5414717793464661
34,0.6707996147035085,0.5403429269790649
35,0.6708091502900163,0.5414180755615234
36,0.6703131939367358,0.5403429269790649
37,0.6705969591996352,0.5388915538787842
38,0.6709662856436901,0.5408805012702942
39,0.670073490517566,0.5405579805374146
40,0.6704185446193127,0.5413105487823486
41,0.6696659015986328,0.5417405962944031
42,0.6707906816355972,0.5408267378807068
43,0.6703273278695566,0.5387303233146667
44,0.6697573775515366,0.5435144901275635
45,0.6699694058177151,0.5402892231941223
46,0.6686403565635439,0.5370638966560364
47,0.6709543642052936,0.5395366549491882
48,0.6697995610719777,0.5408805012702942
49,0.6703678751795393,0.5398591756820679
50,0.6686931519760071,0.5439983010292053
51,0.670555643770558,0.5388915538787842
52,0.6689577484069342,0.5421706438064575
53,0.6684916619010582,0.5524377822875977
54,0.6693888249617972,0.5634574890136719
55,0.6692180017585403,0.5574369430541992
56,0.6694651359557746,0.5557705760002136
57,0.6692975013639147,0.5596946477890015
58,0.6681163378321393,0.561522364616394
59,0.6690105498205531,0.5578132271766663
60,0.6686230377888722,0.5601784586906433
